WaferID,Batch,BatchIdx,Shift,F1_Tool,F1_Thickness_um,F1_TTV_um,F1_Warp_um,SCRAP_F1,F2_Tool,F2_RCA1_Temp_C,F2_RCA1_Time_s,F2_RCA2_Temp_C,F2_HFDip_Time_s,F2_Particles,F2_MetalContam_ppb,SCRAP_F2,F3_Tool,F3_OxTemp_C,F3_OxTime_min,F3_O2Flow_slm,F3_Thickness_nm,F3_ThicknessDev_nm,F3_Uniformity_pct,F3_KLA_Defects,SCRAP_F3,F4_Tool,F4_CVD_Temp_C,F4_Pressure_mTorr,F4_SiH4_sccm,F4_NH3_sccm,F4_SiN_Thickness_nm,F4_RefractiveIndex,SCRAP_F4,F5_Tool,F5_UVDose_mJ,F5_FocusOffset_nm,F5_BakeTemp_C,F5_DevTime_s,F5_CD_nm,F5_Overlay_nm,F5_KLA_Defects,SCRAP_F5,F6_Tool,F6_EtchTime_s,F6_EtchTemp_C,F6_RFPower_W,F6_CF4_sccm,F6_Pressure_mTorr,F6_Selectivity,F6_Uniformity_pct,F6_ProfileAngle_deg,F6_KLA_Defects,SCRAP_F6,F7_Tool,F7_O2Power_W,F7_StripTemp_C,F7_Time_s,F7_ResidualResist_pct,SCRAP_F7,F8_Tool,F8_Dose_ions_cm2,F8_Energy_keV,F8_Tilt_deg,F8_BeamCurrent_mA,F8_SheetRes_ohmSq,SCRAP_F8,F9_Tool,F9_PeakTemp_C,F9_RampRate_Cs,F9_SoakTime_s,F9_Activation_pct,SCRAP_F9,F10_Tool,F10_Pressure_psi,F10_Platen_rpm,F10_SlurryFlow_mlmin,F10_Time_s,F10_MRR_nmmin,F10_Dishing_nm,F10_Uniformity_pct,F10_KLA_Defects,SCRAP_F10,F11_Tool,F11_DCPower_kW,F11_Ar_sccm,F11_Pressure_mTorr,F11_CuThickness_nm,F11_Resistivity_uOhmcm,F11_StepCoverage_pct,SCRAP_F11,F12_Tool,F12_CurrentDensity_mAcm2,F12_BathTemp_C,F12_Additive_ppm,F12_PlatingTime_s,F12_VoidCount,F12_Overburden_nm,SCRAP_F12,F13_Tool,F13_TargetPower_kW,F13_N2_sccm,F13_Pressure_mTorr,F13_TaNThickness_nm,F13_StepCoverage_pct,F13_BarrierIntegrity,SCRAP_F13,Chem_HF_Reactivity,Chem_SC1_Efficiency,Chem_Cu_Potential_V,Chem_SiN_PlasmaReactivity,Chem_SelectivityIndex,TotalScraps,SCRAP_FINAL
423,BATCH_017,17,Morning,DISCO_DSC2,729.9,0.94,5.1,0,TEL_UW1200,78.5,616.0,76.2,27.4,7,0.293,0,AVIZA_ATMOS,1001.9,64.2,4.78,103.46,3.46,2.85,6,0,NOVELLUS_SEQUEL,733.7,279.1,94.58,527.8,78.89,2.001,0,ASML_XT1900i,28.77,41.5,105.3,58.8,90.38,5.0,2,0,TEL_TELIUS,45.6,61.3,803.2,90.46,110.3,9.93,3.85,89.12,2,0,MATTSON_ASPEN2,1511.6,258.2,202.0,0.011,0,VARIAN_VIISTA,1026169998786367.0,39.04,7.05,14.34,79.65,0,MATTSON_HELIOS,1058.2,74.2,10.8,87.48,0,AMAT_MIRRA,4.5,57.8,204.5,89.4,133.27,9.22,2.17,4,0,ULVAC_ENTRON,13.06,46.7,2.83,143.4,1.883,80.97,0,NOVELLUS_SABRE,19.34,25.5,7.28,120.0,1,277.5,0,ASM_XP_PLUS,8.53,30.8,2.5,10.55,90.3,Good,0,42.343,96.25,0.3396,1.054,9.892,0,0
424,BATCH_017,17,Night,DISCO_DSC2,725.3,2.42,3.9,0,TEL_UW1200,79.1,623.0,76.4,26.9,22,0.875,0,AVIZA_ATMOS,1015.3,61.8,5.04,103.11,3.11,2.37,5,0,NOVELLUS_SEQUEL,779.1,236.7,92.93,478.5,84.08,2.03,0,ASML_XT1900i,31.71,61.4,106.6,62.0,91.14,11.0,3,0,TEL_TELIUS,47.4,64.6,848.9,78.24,114.3,9.67,2.71,89.74,3,0,MATTSON_ASPEN2,1584.2,239.6,155.0,0,0,VARIAN_VIISTA,1019526799121630.0,41.7,6.51,15.7,80.45,0,MATTSON_HELIOS,1041.0,73.98,11.4,78.16,1,AMAT_MIRRA,4.65,63.6,160.2,95.2,141.03,14.21,3.07,5,0,ULVAC_ENTRON,11.85,53.6,2.94,155.82,1.853,84.5,0,NOVELLUS_SABRE,19.5,24.8,7.73,122.7,1,299.0,0,ASM_XP_PLUS,7.89,30.3,2.07,10.93,89.04,Good,0,46.7209,87.79,0.3397,1.134,9.56,1,0
425,BATCH_017,17,Morning,DISCO_DSC2,729.0,0.16,0.2,0,TEL_UW1200,75.7,642.0,75.6,35.5,9,0.439,0,AVIZA_ATMOS,999.4,60.5,4.79,103.24,3.24,2.91,8,0,NOVELLUS_SEQUEL,779.4,257.5,86.74,461.6,76.65,1.992,0,ASML_XT1900i,32.17,-5.5,109.9,55.8,92.6,7.3,4,0,TEL_TELIUS,40.5,59.2,810.8,86.39,104.9,10.02,2.81,89.01,2,0,MATTSON_ASPEN2,1599.3,250.1,186.0,0.358,0,VARIAN_VIISTA,1027659655071964.0,42.11,6.74,14.92,77.73,0,MATTSON_HELIOS,1053.3,67.23,10.0,88.55,0,AMAT_MIRRA,4.64,57.7,191.2,82.2,143.9,10.4,1.59,6,0,ULVAC_ENTRON,11.61,46.9,2.91,151.23,1.711,87.09,0,NOVELLUS_SABRE,21.57,26.5,7.7,129.4,0,343.3,0,ASM_XP_PLUS,8.04,30.0,1.99,9.45,88.12,Good,0,39.7328,90.21,0.341,1.038,9.759,0,0
426,BATCH_018,18,Afternoon,LOADPOINT_LP3,731.6,1.02,6.2,0,SEZ_DV_LL,76.8,661.0,76.6,25.8,12,0.721,0,TEL_INDY_PLUS,997.6,59.8,4.72,97.89,2.11,3.15,6,0,NOVELLUS_SEQUEL,741.6,247.1,99.94,555.8,77.32,2.024,0,NIKON_NSR_S620,28.53,58.5,112.0,62.6,90.67,3.4,4,0,LAM_9400_TCP,43.3,58.8,807.6,80.03,90.2,10.04,2.54,90.16,5,0,IRIDIA_RF,1573.7,234.8,168.0,0.361,0,AMAT_QUANTUMX,967189598395992.0,39.5,6.53,13.8,79.99,0,TEL_RTP,1052.0,79.65,9.2,86.47,0,AMAT_MIRRA,4.89,65.8,219.5,86.3,174.8,16.56,2.03,9,0,ULVAC_ENTRON,11.15,42.4,2.62,141.11,1.782,84.46,0,NOVELLUS_SABRE,20.8,25.6,7.74,116.8,0,295.1,0,AMAT_ENDURA_PVD,8.45,28.7,1.8,10.08,89.63,Good,0,39.2506,92.56,0.3405,0.959,9.973,0,0
427,BATCH_018,18,Night,LOADPOINT_LP3,722.4,0.47,1.1,0,SEZ_DV_LL,79.1,601.0,77.7,25.1,11,0.751,0,TEL_INDY_PLUS,999.5,64.5,5.65,104.41,4.41,1.61,4,0,NOVELLUS_SEQUEL,762.4,286.9,99.17,553.1,80.93,2.031,0,NIKON_NSR_S620,26.46,38.5,111.2,59.9,84.96,11.7,4,0,LAM_9400_TCP,45.9,58.8,795.8,73.67,90.0,10.07,2.72,88.57,3,0,IRIDIA_RF,1600.4,278.2,166.0,0.612,1,AMAT_QUANTUMX,1014089570268370.0,37.58,7.27,16.04,75.9,0,TEL_RTP,1029.7,76.91,9.2,72.22,1,AMAT_MIRRA,4.58,61.5,217.5,91.9,137.99,1.72,2.02,2,0,ULVAC_ENTRON,11.19,49.5,2.37,142.4,1.749,83.64,0,NOVELLUS_SABRE,18.88,24.7,7.1,115.5,0,332.9,0,AMAT_ENDURA_PVD,8.33,32.0,2.24,9.59,92.65,Good,0,39.2506,93.29,0.3393,0.944,10.578,2,1
428,BATCH_018,18,Morning,LOADPOINT_LP3,722.0,0.11,3.1,0,SEZ_DV_LL,79.8,590.0,78.4,33.1,8,0.552,0,TEL_INDY_PLUS,992.2,54.7,4.79,92.87,7.13,2.79,7,0,NOVELLUS_SEQUEL,758.7,264.8,107.19,466.6,90.65,2.012,1,NIKON_NSR_S620,35.28,-25.2,113.3,62.3,86.51,22.8,2,1,LAM_9400_TCP,49.7,52.6,819.0,78.66,83.2,10.33,3.03,87.11,2,0,IRIDIA_RF,1380.5,254.0,170.0,0,0,AMAT_QUANTUMX,969528117163376.0,38.66,6.84,14.22,85.54,0,TEL_RTP,1058.7,67.84,10.1,86.85,0,AMAT_MIRRA,4.86,63.2,190.8,83.1,147.16,8.97,1.89,5,0,ULVAC_ENTRON,11.9,50.5,3.21,142.55,1.695,84.15,0,NOVELLUS_SABRE,20.94,25.0,7.47,111.1,0,309.8,0,AMAT_ENDURA_PVD,9.06,35.4,2.27,9.52,89.47,Good,0,32.3582,92.76,0.3406,0.934,10.691,2,1
429,BATCH_018,18,Afternoon,LOADPOINT_LP3,719.4,0.83,5.4,0,SEZ_DV_LL,77.8,586.0,80.0,31.1,16,0.462,0,TEL_INDY_PLUS,983.9,58.2,4.72,95.27,4.73,2.94,6,0,NOVELLUS_SEQUEL,750.6,248.7,104.82,481.6,77.14,2.005,0,NIKON_NSR_S620,28.11,25.5,108.6,55.4,93.23,9.9,6,0,LAM_9400_TCP,43.9,62.5,792.0,71.92,105.9,9.89,2.13,88.26,4,0,IRIDIA_RF,1338.6,280.9,161.0,0,0,AMAT_QUANTUMX,1026704367002900.0,38.93,7.27,14.07,78.24,0,TEL_RTP,1052.1,78.24,10.0,87.66,0,AMAT_MIRRA,4.46,58.8,180.7,91.0,126.07,8.39,1.78,5,0,ULVAC_ENTRON,12.58,50.8,2.93,145.61,1.843,80.04,0,NOVELLUS_SABRE,21.11,26.5,7.11,120.8,0,334.6,0,AMAT_ENDURA_PVD,7.49,31.7,1.94,9.43,87.29,Good,0,43.8952,91.96,0.3407,1.019,9.571,0,0
430,BATCH_018,18,Afternoon,LOADPOINT_LP3,726.3,2.28,1.6,0,SEZ_DV_LL,76.8,585.0,77.3,33.9,11,0.342,0,TEL_INDY_PLUS,1007.9,69.8,4.76,111.66,11.66,2.25,7,1,NOVELLUS_SEQUEL,767.9,216.6,91.26,544.1,86.75,2.019,1,NIKON_NSR_S620,36.4,99.5,108.9,60.2,91.05,17.8,3,0,LAM_9400_TCP,46.8,66.2,790.9,83.68,109.1,9.71,2.72,88.17,3,0,IRIDIA_RF,1406.5,255.1,197.0,0.011,0,AMAT_QUANTUMX,998110471984779.0,38.85,6.76,15.07,78.78,0,TEL_RTP,1034.0,68.55,9.3,75.18,1,AMAT_MIRRA,4.44,61.1,172.4,99.7,135.81,0.94,2.25,2,0,ULVAC_ENTRON,12.46,48.2,2.81,141.3,1.895,83.6,0,NOVELLUS_SABRE,20.39,24.4,8.69,133.2,0,334.1,0,AMAT_ENDURA_PVD,7.45,27.0,1.97,11.47,85.93,Good,0,48.9698,93.06,0.3402,1.033,9.608,3,1
431,BATCH_018,18,Morning,LOADPOINT_LP3,719.9,0.39,4.6,0,SEZ_DV_LL,79.1,642.0,78.9,29.6,14,0.461,0,TEL_INDY_PLUS,993.7,56.6,4.6,97.94,2.06,3.68,8,0,NOVELLUS_SEQUEL,716.7,242.8,97.18,477.4,76.29,2.019,0,NIKON_NSR_S620,29.41,-3.8,108.9,52.2,88.12,0.7,7,0,LAM_9400_TCP,40.4,58.5,775.7,81.27,108.4,10.12,2.75,90.27,4,0,IRIDIA_RF,1530.6,216.4,183.0,0.842,1,AMAT_QUANTUMX,1032914667015964.0,39.02,6.72,13.84,80.39,0,TEL_RTP,1036.4,64.65,9.9,79.87,1,AMAT_MIRRA,4.81,60.2,218.0,78.7,148.05,7.82,2.17,4,0,ULVAC_ENTRON,11.78,50.3,2.6,151.91,1.71,78.4,0,NOVELLUS_SABRE,21.52,24.0,8.91,118.2,0,286.1,0,AMAT_ENDURA_PVD,8.36,26.7,2.25,8.14,92.37,Good,0,38.892,91.79,0.3409,1.01,10.31,2,1
432,BATCH_018,18,Afternoon,LOADPOINT_LP3,728.0,0.5,1.8,0,SEZ_DV_LL,81.4,559.0,79.0,26.4,6,0.524,0,TEL_INDY_PLUS,1000.5,59.2,5.8,104.51,4.51,1.81,8,0,NOVELLUS_SEQUEL,765.6,232.0,101.52,522.3,79.16,2.009,0,NIKON_NSR_S620,29.74,53.8,109.2,63.1,89.49,10.5,4,0,LAM_9400_TCP,45.9,56.8,786.0,88.98,97.9,10.19,3.94,86.58,4,0,IRIDIA_RF,1379.5,247.7,192.0,0.038,0,AMAT_QUANTUMX,980019973657077.0,39.87,6.75,14.7,79.69,0,TEL_RTP,1047.6,69.64,8.7,83.25,0,AMAT_MIRRA,4.87,61.5,210.2,90.0,140.07,9.85,1.86,6,0,ULVAC_ENTRON,11.12,49.5,3.4,158.94,1.842,84.88,0,NOVELLUS_SABRE,17.56,23.6,7.11,114.6,1,302.9,0,AMAT_ENDURA_PVD,7.19,31.2,2.16,10.02,85.39,Good,0,36.9095,85.44,0.3383,0.972,10.242,0,0
433,BATCH_018,18,Afternoon,LOADPOINT_LP3,733.1,1.44,0.1,0,SEZ_DV_LL,78.4,586.0,75.3,33.9,14,0.554,0,TEL_INDY_PLUS,1011.6,47.3,4.94,91.52,8.48,2.73,9,1,NOVELLUS_SEQUEL,746.4,261.7,104.01,488.8,82.62,1.995,0,NIKON_NSR_S620,31.03,-26.7,112.1,59.5,84.82,6.8,5,0,LAM_9400_TCP,45.1,54.4,767.5,80.87,87.3,10.34,3.03,90.82,1,0,IRIDIA_RF,1551.6,268.7,195.0,0.387,0,AMAT_QUANTUMX,959411786481824.0,38.97,7.46,13.27,81.75,0,TEL_RTP,1057.3,67.88,8.5,88.26,0,AMAT_MIRRA,5.03,60.9,203.0,88.9,148.63,12.65,1.88,6,0,ULVAC_ENTRON,11.25,51.4,3.08,150.98,1.66,86.6,0,NOVELLUS_SABRE,18.5,24.7,8.83,118.1,0,278.6,0,AMAT_ENDURA_PVD,8.67,31.9,2.09,11.58,88.64,Good,0,34.2498,92.84,0.339,0.896,10.876,1,0
434,BATCH_018,18,Afternoon,LOADPOINT_LP3,725.8,0.46,1.4,0,SEZ_DV_LL,76.9,601.0,79.2,30.4,6,0.57,0,TEL_INDY_PLUS,997.9,55.1,5.18,97.69,2.31,2.61,6,0,NOVELLUS_SEQUEL,771.1,221.6,93.16,535.0,79.82,2.036,0,NIKON_NSR_S620,31.87,48.0,109.2,57.8,93.96,3.2,6,0,LAM_9400_TCP,45.8,59.3,799.9,77.98,94.4,10.04,2.77,90.6,4,0,IRIDIA_RF,1412.4,243.8,172.0,0.107,0,AMAT_QUANTUMX,1018666608420700.0,37.24,7.27,16.0,80.43,0,TEL_RTP,1046.1,82.68,11.1,86.04,0,AMAT_MIRRA,4.03,63.1,189.3,80.7,124.2,3.14,2.16,4,0,ULVAC_ENTRON,12.07,48.7,2.57,152.39,1.78,84.21,0,NOVELLUS_SABRE,18.32,25.4,8.2,123.9,0,290.2,0,AMAT_ENDURA_PVD,8.02,29.0,2.05,10.18,89.67,Good,0,39.8541,95.79,0.3389,0.971,9.642,0,0
435,BATCH_018,18,Morning,LOADPOINT_LP3,721.5,0.66,0.4,0,SEZ_DV_LL,77.7,560.0,77.3,27.9,11,0.457,0,TEL_INDY_PLUS,1006.8,59.5,4.42,102.33,2.33,3.42,8,0,NOVELLUS_SEQUEL,750.2,243.4,102.8,526.1,79.33,2.014,0,NIKON_NSR_S620,28.38,66.9,110.9,58.5,86.89,12.1,3,0,LAM_9400_TCP,45.0,58.1,815.8,82.3,102.9,10.06,2.74,91.01,4,0,IRIDIA_RF,1418.8,241.3,161.0,0.24,0,AMAT_QUANTUMX,999129995345782.0,39.39,7.26,14.06,81.72,0,TEL_RTP,1080.5,71.66,11.2,97.85,1,AMAT_MIRRA,4.39,62.2,178.6,91.0,129.0,1.16,2.2,0,0,ULVAC_ENTRON,11.96,54.4,2.77,155.37,1.754,85.25,0,NOVELLUS_SABRE,20.0,25.3,7.74,120.2,0,321.7,0,AMAT_ENDURA_PVD,7.89,27.8,1.92,10.59,95.13,Good,0,38.418,94.41,0.34,1.034,10.373,1,0
436,BATCH_018,18,Afternoon,LOADPOINT_LP3,727.4,1.33,3.6,0,SEZ_DV_LL,78.4,607.0,76.6,28.3,7,0.625,0,TEL_INDY_PLUS,987.0,60.8,5.19,98.74,1.26,2.25,7,0,NOVELLUS_SEQUEL,721.7,238.8,108.4,491.2,82.7,2.055,0,NIKON_NSR_S620,31.47,9.0,108.0,58.5,89.61,12.9,4,0,LAM_9400_TCP,46.2,63.8,815.4,84.6,106.5,9.78,2.66,90.96,4,0,IRIDIA_RF,1571.9,246.9,167.0,0,0,AMAT_QUANTUMX,1049239802059436.0,37.36,7.77,13.36,80.44,0,TEL_RTP,1061.4,70.66,9.0,92.08,0,AMAT_MIRRA,4.05,61.2,223.6,87.2,123.05,-0.94,2.96,5,0,ULVAC_ENTRON,13.19,52.4,2.89,155.89,1.731,82.59,0,NOVELLUS_SABRE,17.44,23.6,7.73,111.8,0,338.5,0,AMAT_ENDURA_PVD,7.32,29.3,2.17,10.34,86.25,Good,0,45.6278,96.34,0.3382,1.052,9.818,0,0
437,BATCH_018,18,Afternoon,LOADPOINT_LP3,729.3,0.0,3.4,0,SEZ_DV_LL,76.7,563.0,78.9,29.4,2,0.758,0,TEL_INDY_PLUS,1000.4,59.2,4.89,95.95,4.05,2.72,5,0,NOVELLUS_SEQUEL,746.5,236.0,112.83,472.7,81.59,2.024,0,NIKON_NSR_S620,30.41,-18.2,114.1,62.7,90.83,2.8,10,0,LAM_9400_TCP,45.2,60.2,801.6,83.47,98.3,9.99,3.32,89.25,8,0,IRIDIA_RF,1568.8,246.9,177.0,0,0,AMAT_QUANTUMX,944931163691626.0,39.53,7.04,14.11,83.79,0,TEL_RTP,1044.3,65.32,10.5,82.06,0,AMAT_MIRRA,4.47,59.7,206.1,90.0,133.42,0.72,1.43,6,0,ULVAC_ENTRON,11.79,51.8,3.24,143.72,1.989,85.85,0,NOVELLUS_SABRE,20.0,25.1,7.79,130.1,2,328.4,0,AMAT_ENDURA_PVD,7.69,32.1,1.92,9.26,92.62,Good,0,40.9592,97.31,0.34,0.993,9.907,0,0
438,BATCH_018,18,Morning,LOADPOINT_LP3,727.6,0.71,1.4,0,SEZ_DV_LL,78.3,577.0,78.6,29.7,14,0.55,0,TEL_INDY_PLUS,996.7,63.2,4.56,107.63,7.63,2.15,6,0,NOVELLUS_SEQUEL,751.8,251.9,98.1,466.5,79.18,2.043,0,NIKON_NSR_S620,29.37,-86.0,111.2,56.9,92.87,14.4,4,0,LAM_9400_TCP,44.5,60.5,790.2,84.77,94.2,9.99,2.71,89.43,1,0,IRIDIA_RF,1417.8,271.8,182.0,0.195,0,AMAT_QUANTUMX,1018813390846464.0,38.42,7.19,14.33,76.32,0,TEL_RTP,1038.9,74.43,11.1,83.29,0,AMAT_MIRRA,4.5,65.7,203.9,89.4,147.74,3.88,2.02,5,0,ULVAC_ENTRON,11.41,47.0,2.97,155.13,1.766,89.79,0,NOVELLUS_SABRE,20.21,24.0,7.98,123.1,0,314.7,0,AMAT_ENDURA_PVD,7.77,31.9,1.79,9.32,88.4,Good,0,41.3329,92.91,0.3401,0.959,9.703,0,0
439,BATCH_018,18,Afternoon,LOADPOINT_LP3,726.7,0.3,1.2,0,SEZ_DV_LL,79.0,587.0,78.4,26.3,15,0.422,0,TEL_INDY_PLUS,996.2,53.0,4.72,88.4,11.6,,7,1,NOVELLUS_SEQUEL,753.5,265.6,100.47,541.0,78.86,1.989,0,NIKON_NSR_S620,29.66,-70.2,108.5,59.6,90.41,14.2,6,0,LAM_9400_TCP,43.6,63.0,810.8,86.68,96.3,9.83,2.47,88.75,4,0,IRIDIA_RF,1374.1,240.2,156.0,0.083,0,AMAT_QUANTUMX,977128085381077.0,38.1,6.7,14.5,84.99,0,TEL_RTP,1056.4,77.26,10.6,88.31,0,AMAT_MIRRA,4.55,53.6,190.9,87.3,120.69,16.86,1.79,3,0,ULVAC_ENTRON,11.57,57.8,2.79,154.18,1.672,89.71,0,NOVELLUS_SABRE,21.04,25.2,8.04,126.3,0,291.1,0,AMAT_ENDURA_PVD,8.51,27.6,2.46,10.9,87.1,Good,0,44.5552,91.5,0.3407,0.995,9.79,1,1
440,BATCH_018,18,Morning,LOADPOINT_LP3,723.2,0.16,2.0,0,SEZ_DV_LL,81.2,567.0,75.0,29.2,4,0.465,0,TEL_INDY_PLUS,983.0,58.0,4.6,94.74,5.26,2.76,1,0,NOVELLUS_SEQUEL,776.5,235.5,113.84,500.2,77.99,2.022,0,NIKON_NSR_S620,29.2,-66.2,112.7,61.2,92.42,19.3,2,1,LAM_9400_TCP,42.4,64.5,779.3,73.93,97.0,9.82,3.5,88.8,0,0,IRIDIA_RF,1564.9,259.3,188.0,0.285,0,AMAT_QUANTUMX,1017757665172523.0,42.82,7.01,14.31,81.72,0,TEL_RTP,1036.1,79.35,11.2,79.07,1,AMAT_MIRRA,5.0,58.3,182.9,90.0,151.5,3.29,1.93,4,0,ULVAC_ENTRON,12.39,51.5,3.22,146.42,1.818,86.49,0,NOVELLUS_SABRE,20.23,25.0,8.36,130.4,1,292.7,0,AMAT_ENDURA_PVD,7.87,28.8,2.09,11.08,92.44,Good,0,46.5831,87.76,0.3401,0.959,9.582,2,1
441,BATCH_018,18,Night,LOADPOINT_LP3,721.9,0.56,4.8,0,SEZ_DV_LL,78.2,584.0,78.2,31.7,11,0.713,0,TEL_INDY_PLUS,1007.4,56.9,5.04,100.85,0.85,3.3,5,0,NOVELLUS_SEQUEL,738.6,210.7,108.07,537.3,80.48,2.015,0,NIKON_NSR_S620,28.18,-17.7,110.6,61.3,88.27,5.3,4,0,LAM_9400_TCP,45.4,65.6,816.8,78.68,105.3,9.69,2.82,89.46,1,0,IRIDIA_RF,1504.5,251.3,199.0,0.049,0,AMAT_QUANTUMX,997826155078441.0,42.24,6.91,15.56,81.76,0,TEL_RTP,1059.7,75.52,11.4,91.59,0,AMAT_MIRRA,5.23,64.7,197.5,95.5,165.64,5.61,2.77,2,0,ULVAC_ENTRON,13.85,48.4,3.07,146.33,1.815,86.08,0,NOVELLUS_SABRE,17.54,25.0,7.71,131.8,0,282.2,0,AMAT_ENDURA_PVD,8.41,31.0,1.93,8.04,90.75,Good,0,48.1166,94.46,0.3383,1.048,9.858,0,0
442,BATCH_018,18,Morning,LOADPOINT_LP3,720.8,1.24,2.5,0,SEZ_DV_LL,80.0,590.0,78.3,31.5,12,0.254,0,TEL_INDY_PLUS,1005.4,51.8,5.21,93.85,6.15,1.75,2,0,NOVELLUS_SEQUEL,764.9,257.9,107.09,506.4,82.32,2.009,0,NIKON_NSR_S620,31.34,45.5,113.6,62.6,89.32,6.6,1,0,LAM_9400_TCP,44.2,58.5,749.6,75.59,91.7,10.18,3.14,87.76,0,0,IRIDIA_RF,1514.3,262.3,179.0,0.359,0,AMAT_QUANTUMX,1004001668123276.0,39.5,7.16,14.68,78.72,0,TEL_RTP,1058.0,64.97,10.2,91.82,0,AMAT_MIRRA,4.57,59.6,219.6,101.8,132.97,15.88,2.43,11,0,ULVAC_ENTRON,11.14,46.2,2.73,155.15,1.837,87.23,0,NOVELLUS_SABRE,19.91,24.9,7.93,117.8,1,292.3,0,AMAT_ENDURA_PVD,8.4,33.0,1.82,10.2,90.95,Good,0,38.892,90.0,0.3399,0.897,10.249,0,0
443,BATCH_018,18,Morning,LOADPOINT_LP3,722.8,0.92,4.3,0,SEZ_DV_LL,77.4,635.0,77.6,30.1,15,0.471,0,TEL_INDY_PLUS,1003.0,59.6,4.8,100.52,0.52,2.26,4,0,NOVELLUS_SEQUEL,750.0,234.9,101.75,518.1,77.65,2.014,0,NIKON_NSR_S620,28.75,-60.5,108.6,65.0,90.83,13.2,5,0,LAM_9400_TCP,45.4,57.1,801.9,74.32,123.4,10.14,3.07,90.17,3,0,IRIDIA_RF,1558.2,250.8,172.0,0,0,AMAT_QUANTUMX,940586805466952.0,40.75,6.84,15.18,84.85,0,TEL_RTP,1042.7,71.7,10.0,78.14,1,AMAT_MIRRA,4.94,58.8,207.4,94.9,151.35,6.18,2.45,5,0,ULVAC_ENTRON,11.65,53.9,3.22,150.62,1.788,83.01,0,NOVELLUS_SABRE,23.25,27.0,7.51,122.1,0,254.1,0,AMAT_ENDURA_PVD,8.72,29.2,2.07,9.13,88.86,Good,0,37.2533,92.14,0.3419,1.113,10.056,1,0
444,BATCH_018,18,Afternoon,LOADPOINT_LP3,723.5,1.78,4.4,0,SEZ_DV_LL,78.8,587.0,76.8,30.5,11,0.268,0,TEL_INDY_PLUS,988.9,50.2,5.55,87.45,12.55,3.14,9,1,NOVELLUS_SEQUEL,763.6,234.3,108.76,512.7,83.07,2.01,0,NIKON_NSR_S620,32.47,-50.3,111.1,55.7,90.17,17.2,7,0,LAM_9400_TCP,44.4,57.0,834.7,77.24,99.9,10.08,1.92,90.63,6,0,IRIDIA_RF,1497.9,245.1,181.0,0.25,0,AMAT_QUANTUMX,1012501726763887.0,41.95,6.99,15.13,81.91,0,TEL_RTP,1045.0,81.9,10.8,83.45,0,AMAT_MIRRA,4.72,61.0,204.6,85.7,137.73,3.23,1.91,6,0,ULVAC_ENTRON,11.96,50.3,2.78,148.28,1.648,84.35,0,NOVELLUS_SABRE,17.6,26.2,8.53,123.6,0,291.3,0,AMAT_ENDURA_PVD,8.13,25.8,2.06,10.55,87.1,Good,0,37.1384,93.86,0.3384,1.043,10.063,1,0
445,BATCH_018,18,Afternoon,LOADPOINT_LP3,729.7,1.29,3.8,0,SEZ_DV_LL,78.1,534.0,77.8,28.5,15,0.203,0,TEL_INDY_PLUS,1005.2,50.5,4.87,92.53,7.47,2.79,5,0,NOVELLUS_SEQUEL,750.5,216.3,95.47,583.8,86.84,2.016,1,NIKON_NSR_S620,34.95,-2.3,109.9,57.7,87.86,8.2,6,0,LAM_9400_TCP,48.6,57.5,811.3,78.69,104.8,10.1,3.69,87.03,0,0,IRIDIA_RF,1310.6,261.4,163.0,0.033,0,AMAT_QUANTUMX,986976431499001.0,40.88,7.49,15.35,79.36,0,TEL_RTP,1037.7,79.19,9.9,77.24,1,AMAT_MIRRA,4.87,63.0,201.4,88.7,156.02,19.71,2.07,10,0,ULVAC_ENTRON,11.54,47.2,3.3,143.9,1.855,84.64,0,NOVELLUS_SABRE,20.28,25.0,7.55,118.0,0,285.6,0,AMAT_ENDURA_PVD,8.11,28.2,2.25,9.79,90.42,Good,0,37.7158,92.49,0.3402,1.038,10.316,2,1
446,BATCH_018,18,Afternoon,LOADPOINT_LP3,721.9,0.91,4.5,0,SEZ_DV_LL,77.6,555.0,80.8,36.0,12,0.757,0,TEL_INDY_PLUS,1004.7,55.3,4.51,95.71,4.29,1.93,4,0,NOVELLUS_SEQUEL,759.8,255.8,98.92,497.5,83.81,1.996,0,NIKON_NSR_S620,32.43,0.5,109.2,57.6,92.54,7.4,4,0,LAM_9400_TCP,46.5,68.6,852.1,75.85,117.9,9.47,3.08,88.95,3,0,IRIDIA_RF,1405.9,237.8,181.0,0.151,0,AMAT_QUANTUMX,993224883674618.0,42.53,6.98,15.67,82.05,0,TEL_RTP,1047.1,67.1,11.1,80.35,0,AMAT_MIRRA,4.11,59.1,189.3,86.5,124.26,5.18,2.45,2,0,ULVAC_ENTRON,11.21,49.4,3.28,142.57,1.695,84.17,0,NOVELLUS_SABRE,20.57,24.4,8.04,101.2,0,324.3,0,AMAT_ENDURA_PVD,7.87,30.9,1.81,10.82,87.56,Good,0,52.5045,93.84,0.3404,1.157,9.229,0,0
